rank,working_220_id,museum_code,accession,title_en,title_zh,object_url,candidate_image_url,candidate_dhash,candidate_ahash,dhash_distance,ahash_distance,weighted_score
26,MET:2025.354,MET,2025.354,Scenic Spots of Zhenjiang,,https://www.metmuseum.org/art/collection/search/911817,https://images.metmuseum.org/CRDImages/as/web-large/DP-40650-002.jpg,515e7c5ce9c60545,ff00e1d103001fff,31,16,78
27,MET:2025.450,MET,2025.450,Butterfly on Peony and Iris,,https://www.metmuseum.org/art/collection/search/912012,https://images.metmuseum.org/CRDImages/as/web-large/DP-41461-001.jpg,33d9d448d870747c,ffff81c1c1c1c1f1,31,16,78
28,MET:2025.386,MET,2025.386,Yang Guifei  and the Tang Emperor Minghuang,,https://www.metmuseum.org/art/collection/search/911875,https://images.metmuseum.org/CRDImages/as/web-large/DP-40659-002.jpg,0d2741595d6d753d,7e7e5e507278607a,23,33,79
29,MET:2025.368,MET,2025.368,Magu Bestows Longevity,,https://www.metmuseum.org/art/collection/search/911846,https://images.metmuseum.org/CRDImages/as/web-large/DP-41272-001.jpg,6151717958596165,7eff67727040060e,25,29,79
30,MET:2025.376,MET,2025.376,New Year’s Day,歲朝圖,https://www.metmuseum.org/art/collection/search/911858,https://images.metmuseum.org/CRDImages/as/web-large/DP-41280-001.jpg,0d45113b35597359,1e7e767e6e7e7e76,20,40,80
31,MET:2025.444,MET,2025.444,"Autumn basket: hibiscus, yellow hibiscus and chrysanthemum",,https://www.metmuseum.org/art/collection/search/911995,https://images.metmuseum.org/CRDImages/as/web-large/DP-41455-001.jpg,4bd1f0b2bcd9b931,fff7e3e18183e3f7,30,20,80
32,CMA:2025.113,CMA,2025.113,Lotus Seeds and Water Caltrops,蓮蓬和菱角,https://clevelandart.org/art/2025.113,https://openaccess-cdn.clevelandart.org/2025.113/2025.113_web.jpg,04b369ccc86971b2,ffe7c38183c3c3ff,31,18,80
33,MET:2025.456,MET,2025.456,Mynah Birds,,https://www.metmuseum.org/art/collection/search/912024,https://images.metmuseum.org/CRDImages/as/web-large/DP-41467-001.jpg,214a5c8de4b0c9e5,fffff19883039fff,33,14,80
34,CMA:2025.127,CMA,2025.127,Plum and Camellia in a Bronze Vase,博古花卉圖,https://clevelandart.org/art/2025.127,https://openaccess-cdn.clevelandart.org/2025.127/2025.127_web.jpg,37e5c36669e8cc4c,ffcf8fcfe3c181c1,27,27,81
35,MET:2025.458,MET,2025.458,Pomegranate in a bronze vase,,https://www.metmuseum.org/art/collection/search/912028,https://images.metmuseum.org/CRDImages/as/web-large/DP-41469-001.jpg,34b1c26969e4e059,ffe78fc3c3c1c1d3,29,23,81
36,MET:2025.443,MET,2025.443,"Summer basket: lotus, pomegranate and day lily",,https://www.metmuseum.org/art/collection/search/911992,https://images.metmuseum.org/CRDImages/as/web-large/DP-41454-001.jpg,9434c0e1d864650f,f5fd8f8383c3cfff,31,19,81
37,CMA:2025.72,CMA,2025.72,A Newly-Cut Print of Illustrations from The Classic of Mountains and Seas,新刻山海經全圖,https://clevelandart.org/art/2025.72,https://openaccess-cdn.clevelandart.org/2025.72/2025.72_web.jpg,aed4daba92cce4a2,ff9d9080808981ff,33,15,81
38,MET:2025.374,MET,2025.374,Ladies with Peony Flowers,牡丹仕女圖,https://www.metmuseum.org/art/collection/search/911854,https://images.metmuseum.org/CRDImages/as/web-large/DP-41278-001.jpg,7579595169515111,6676567646467600,21,40,82
39,MET:2025.436,MET,2025.436,The Beautiful Scenery of Famous Mount Putuo on the Southern Sea,,https://www.metmuseum.org/art/collection/search/911982,https://images.metmuseum.org/CRDImages/as/web-large/DP-40670-002.jpg,737c786c55754545,ffe0e0c0c0e6cefe,27,28,82
40,MET:2025.446,MET,2025.446,Bird on hibiscus,,https://www.metmuseum.org/art/collection/search/911997,https://images.metmuseum.org/CRDImages/as/web-large/DP-41457-001.jpg,e3cc9ece5a6c6915,ffdbfd8000c0c2ff,30,22,82
41,MET:2025.428,MET,2025.428,Amorous scene,,https://www.metmuseum.org/art/collection/search/913059,https://images.metmuseum.org/CRDImages/as/web-large/DP-41450-001.jpg,a1e3e1e9e9c8cd35,ff87838382c0fffe,32,18,82
42,MET:2025.390,MET,2025.390,Scenic View of Yueyang Tower,,https://www.metmuseum.org/art/collection/search/911881,https://images.metmuseum.org/CRDImages/as/web-large/DP-40662-002.jpg,49dc68e4dcd0f05c,fff1c3c1818181fb,33,16,82
43,MET:2025.359,MET,2025.359,Mother and Child,,https://www.metmuseum.org/art/collection/search/911825,https://images.metmuseum.org/CRDImages/as/web-large/DP-40655-002.jpg,6565516763736b27,007e7e7e6e667e7c,20,43,83
44,MET:2025.380,MET,2025.380,"Woman teaching children to read and write calligraphy, from four-print set “Women teaching children the four accomplishments”",,https://www.metmuseum.org/art/collection/search/911868,https://images.metmuseum.org/CRDImages/as/web-large/DP-41284-001.jpg,6727676565155961,000f1e5e4e7a7706,20,43,83
45,MET:2025.373,MET,2025.373,A Record of Tiger Hill in Suzhou,,https://www.metmuseum.org/art/collection/search/911852,https://images.metmuseum.org/CRDImages/as/web-large/DP-41277-001.jpg,45093965535b614d,7efe764e7e704600,21,41,83
46,CMA:2025.43,CMA,2025.43,Lady with water basin,,https://clevelandart.org/art/2025.43,https://openaccess-cdn.clevelandart.org/2025.43/2025.43_web.jpg,597963494a6691a2,f7f7c7d7c004072f,29,25,83
47,MET:2025.448,MET,2025.448,Apples and Pomegranates.,,https://www.metmuseum.org/art/collection/search/912004,https://images.metmuseum.org/CRDImages/as/web-large/DP-41459-001.jpg,303261f4f07971f1,fff7e3c1c1c3c1c7,31,21,83
48,CMA:2025.82.1,CMA,2025.82.1,Westlake Panorama,西湖全景,https://clevelandart.org/art/2025.82.1,https://openaccess-cdn.clevelandart.org/2025.82.1/2025.82.1_web.jpg,26c6e4ea6c6ec3c1,ffdd80c0404006df,32,19,83
49,MET:2025.396,MET,2025.396,Zhaojun Leaves for the North,,https://www.metmuseum.org/art/collection/search/911893,https://images.metmuseum.org/CRDImages/as/web-large/DP-41299-001.jpg,e2b8d8f8e2f8f0ac,fff181c3c7c181fb,32,19,83
50,MET:2025.459,MET,2025.459,Chrysanthemum and Begonia in a Bronze Vase,,https://www.metmuseum.org/art/collection/search/912030,https://images.metmuseum.org/CRDImages/as/web-large/DP-41470-001.jpg,4bc8eca8f9d8ccec,ffdfc1e3e3e181ff,32,19,83
51,MET:2025.378,MET,2025.378,Gusu Beauty in Winter,,https://www.metmuseum.org/art/collection/search/911861,https://images.metmuseum.org/CRDImages/as/web-large/DP-41282-001.jpg,6d35755771237179,006a6efe7e66e776,19,46,84
52,MET:2025.358,MET,2025.358,May You Soon Bear Noble Sons,,https://www.metmuseum.org/art/collection/search/911824,https://images.metmuseum.org/CRDImages/as/web-large/DP-40654-002.jpg,6361496979596531,6e7e5e7e62524a00,22,40,84
53,MET:2025.416,MET,2025.416,Story of The Western Chamber,,https://www.metmuseum.org/art/collection/search/911931,https://images.metmuseum.org/CRDImages/as/web-large/DP-41318-002.jpg,4575377579357555,7e7e7e62627e7e58,24,36,84
54,CMA:2025.108,CMA,2025.108,Bird on Pomegranate,石榴上的鳥兒,https://clevelandart.org/art/2025.108,https://openaccess-cdn.clevelandart.org/2025.108/2025.108_web.jpg,0992928b72369a49,fff70707072d30fb,33,18,84
55,MET:2025.414,MET,2025.414,Praying Mantis and Three Toddlers,,https://www.metmuseum.org/art/collection/search/911927,https://images.metmuseum.org/CRDImages/as/web-large/DP-40666-002.jpg,272f0f3b69071b23,3c7e7e7e7a3c7666,22,41,85
56,MET:2025.433,MET,2025.433,The Character Fu,,https://www.metmuseum.org/art/collection/search/911978,https://images.metmuseum.org/CRDImages/as/web-large/DP-41328-001.jpg,55276b596d79196d,007f56134b737f00,25,35,85
57,MET:2025.397,MET,2025.397,Satirical Prints of Suzhou Customs,,https://www.metmuseum.org/art/collection/search/911897,https://images.metmuseum.org/CRDImages/as/web-large/DP-40848-001.jpg,4d4d715353755133,00ff7e665e66f600,20,46,86
58,CMA:2025.118,CMA,2025.118,Bird on Lotus,蓮花和鸟,https://clevelandart.org/art/2025.118,https://openaccess-cdn.clevelandart.org/2025.118/2025.118_web.jpg,21f68ea981c18d93,fffff08307071bff,35,16,86
59,MET:2025.384,MET,2025.384,Gilding the Lily,錦上添花,https://www.metmuseum.org/art/collection/search/911873,https://images.metmuseum.org/CRDImages/as/web-large/DP-41287-001.jpg,ccc4dcccccd4d4cc,ff818181818181fb,36,14,86
60,MET:2025.356,MET,2025.356,Manchus Quarrel During a Chess Game,,https://www.metmuseum.org/art/collection/search/911819,https://images.metmuseum.org/CRDImages/as/web-large/DP-40652-002.jpg,4d1d67615393536d,007e6e4e6e3c7e00,21,45,87
61,MET:2025.379,MET,2025.379,"Woman teaching children to paint, from four-print set “Women teaching children the four accomplishments”",,https://www.metmuseum.org/art/collection/search/911867,https://images.metmuseum.org/CRDImages/as/web-large/DP-41283-001.jpg,7777555723394147,00047e7c7c777f7e,22,43,87
62,CMA:2025.97,CMA,2025.97,The Fierce Battle at the Red Cliff,赤壁鏖兵圖,https://clevelandart.org/art/2025.97,https://openaccess-cdn.clevelandart.org/2025.97/2025.97_web.jpg,9d1801266131e4d2,ffff1f0c07000000,31,25,87
63,MET:2025.437,MET,2025.437,Complete Geographical Map of the Everlasting Unified Qing Empire,,https://www.metmuseum.org/art/collection/search/911983,https://images.metmuseum.org/CRDImages/as/web-large/DP-41331-001.jpg,2baaaaaaaaaa2b3b,ff8180040084ffff,35,17,87
64,MET:2025.355,MET,2025.355,Scenic Spots of Zhenjiang,,https://www.metmuseum.org/art/collection/search/911818,https://images.metmuseum.org/CRDImages/as/web-large/DP-40651-002.jpg,61ca9ed4ca8a9c4d,ff9fb1818080b1ff,37,13,87
65,MET:2025.405,MET,2025.405,Two Ladies Playing Music,,https://www.metmuseum.org/art/collection/search/911912,https://images.metmuseum.org/CRDImages/as/web-large/DP-40855-001.jpg,b2d4d4ccecdc98d2,ffd791818181b3ff,37,13,87
66,MET:2025.382,MET,2025.382,"Woman teaching children to play the guqin zither, from four-print set “Women teaching children the four accomplishments""",,https://www.metmuseum.org/art/collection/search/911872,https://images.metmuseum.org/CRDImages/as/web-large/DP-41286-001.jpg,59193b496d651d69,0032667e7e7e7e7e,22,44,88
67,MET:2025.372,MET,2025.372,One Hundred Boys,百子图,https://www.metmuseum.org/art/collection/search/911851,https://images.metmuseum.org/CRDImages/as/web-large/DP-41276-001.jpg,271b11231d5d091f,7e7e767e3e787e38,25,38,88
68,MET:2025.389,MET,2025.389,Twenty-Eight Constellations Battle at Kunyang,,https://www.metmuseum.org/art/collection/search/911879,https://images.metmuseum.org/CRDImages/as/web-large/DP-40661-002.jpg,59571305172f5b6d,7e70063e7c7c706a,25,38,88
69,MET:2025.447,MET,2025.447,Butterflies and Bee on Chrysanthemum,,https://www.metmuseum.org/art/collection/search/912002,https://images.metmuseum.org/CRDImages/as/web-large/DP-41458-001.jpg,136464d6d4781a0c,7fffe99981c17139,33,22,88
70,MET:2025.412,MET,2025.412,A Newly-Cut Print of Illustrations from The Classic of Mountains and Seas,,https://www.metmuseum.org/art/collection/search/911923,https://images.metmuseum.org/CRDImages/as/web-large/DP-40861-001.jpg,a87249a5a692d1c4,ff61c388201483ff,34,20,88
71,CMA:2025.73,CMA,2025.73,A Newly Cut Print: Scenes from the First Part of Outlaws of the Marsh,新刻前水滸,https://clevelandart.org/art/2025.73,https://openaccess-cdn.clevelandart.org/2025.73/2025.73_web.jpg,c64e0ce8ac6e94c4,ff9801c1084800bf,35,18,88
72,MET:2025.423,MET,2025.423,A Hunt on the Plains,,https://www.metmuseum.org/art/collection/search/911947,https://images.metmuseum.org/CRDImages/as/web-large/DP-41324-001.jpg,90f6a4c6e6a0d8bc,ffe18181c18181ff,37,14,88
73,CMA:2025.46,CMA,2025.46,Gusu Beauties of the Four Seasons–Summer,四季姑蘇美人圖 - 夏,https://clevelandart.org/art/2025.46,https://openaccess-cdn.clevelandart.org/2025.46/2025.46_web.jpg,c69c9453cb8a2b26,08188986971c7cff,30,29,89
74,MET:2025.413,MET,2025.413,Rebellion Against the Celestial Court,,https://www.metmuseum.org/art/collection/search/911925,https://images.metmuseum.org/CRDImages/as/web-large/DP-40862-001.jpg,aeae9cc6c4e2ba96,ffe18181818181ff,38,13,89
75,MET:2025.441,MET,2025.441,Agricultural Tasks,,https://www.metmuseum.org/art/collection/search/911991,https://images.metmuseum.org/CRDImages/as/web-large/DP-41452-001.jpg,51514d5151717909,427e7e7e7e7e7e02,21,48,90
76,MET:2025.365,MET,2025.365,Lady with Boys Playing Instruments,,https://www.metmuseum.org/art/collection/search/911838,https://images.metmuseum.org/CRDImages/as/web-large/DP-41446-001.jpg,59250511515b5351,007e0e0e46747e06,26,38,90
77,MET:2025.398,MET,2025.398,Satirical Prints of Suzhou Customs,,https://www.metmuseum.org/art/collection/search/911898,https://images.metmuseum.org/CRDImages/as/web-large/DP-40849-001.jpg,0d3579de9ba94527,1bffc2b83623ce00,28,34,90
78,MET:2025.445,MET,2025.445,Magpies,,https://www.metmuseum.org/art/collection/search/911996,https://images.metmuseum.org/CRDImages/as/web-large/DP-41456-001.jpg,b3a6fcb06e9ce6c9,fffdc1e3cdf1c0ff,34,22,90
79,CMA:2025.76,CMA,2025.76,Li Wenzhong Clears the North,李文忠掃北,https://clevelandart.org/art/2025.76,https://openaccess-cdn.clevelandart.org/2025.76/2025.76_web.jpg,748c8ec486ced8bb,ffb999190888d0f7,36,18,90
80,CMA:2025.82.4,CMA,2025.82.4,Westlake Panorama,西湖全景,https://clevelandart.org/art/2025.82.4,https://openaccess-cdn.clevelandart.org/2025.82.4/2025.82.4_web.jpg,59b48ad0e1909aae,ffa30103071737fc,37,16,90
81,MET:2025.409,MET,2025.409,Scenes from Second Part of Generals of the Yang Family,,https://www.metmuseum.org/art/collection/search/911918,https://images.metmuseum.org/CRDImages/as/web-large/DP-40858-001.jpg,86ae90a8965ad2c4,ff098703a10180ff,38,14,90
82,MET:2025.375,MET,2025.375,The Holy Emperor Lord Guan,,https://www.metmuseum.org/art/collection/search/911857,https://images.metmuseum.org/CRDImages/as/web-large/DP-40846-001.jpg,616991116915554d,004226a6c33e7e5a,25,41,91
83,MET:2025.408,MET,2025.408,Scenes from the First Part of Pearl Pagoda,,https://www.metmuseum.org/art/collection/search/911916,https://images.metmuseum.org/CRDImages/as/web-large/DP-40857-001.jpg,5528caa8fcd8da65,feffd9c181838100,34,23,91
84,CMA:2025.82.2,CMA,2025.82.2,Westlake Panorama,西湖全景,https://clevelandart.org/art/2025.82.2,https://openaccess-cdn.clevelandart.org/2025.82.2/2025.82.2_web.jpg,6cacbcf8b43ea367,ff198181e17826ff,36,19,91
85,MET:2025.434,MET,2025.434,Lady Holding a Brush,,https://www.metmuseum.org/art/collection/search/911980,https://images.metmuseum.org/CRDImages/as/web-large/DP-41329-001.jpg,414191a094b26a51,7fffef870101f97e,37,17,91
86,CMA:2025.24,CMA,2025.24,A Quatrain about Peonies,牡丹一絕句,https://clevelandart.org/art/2025.24,https://openaccess-cdn.clevelandart.org/2025.24/2025.24_web.jpg,ab2b2b6930333333,fa7a7e406066e6e7,31,30,92
87,MET:2025.420,MET,2025.420,Spring Morning in the Han Palace,,https://www.metmuseum.org/art/collection/search/911944,https://images.metmuseum.org/CRDImages/as/web-large/DP-40864-001.jpg,4d5d3abc1e467643,7efbf020787c0d0e,31,30,92
88,CMA:2025.116,CMA,2025.116,Grasshopper on Pomegranate,蚱蜢石榴,https://clevelandart.org/art/2025.116,https://openaccess-cdn.clevelandart.org/2025.116/2025.116_web.jpg,0ebe9e4ea4b26307,ffa0f0f80985c7ff,34,24,92
89,MET:2025.457,MET,2025.457,Grasshopper on Pomegranate,,https://www.metmuseum.org/art/collection/search/912025,https://images.metmuseum.org/CRDImages/as/web-large/DP-41468-001.jpg,2aac9c2cbab2f373,fff0f9f8a183c7ff,34,25,93
90,CMA:2025.60,CMA,2025.60,"Picture of a Cat, a Bird, and a Crabapple",海棠綬帶富貴圖,https://clevelandart.org/art/2025.60,https://openaccess-cdn.clevelandart.org/2025.60/2025.60_web.jpg,a5e5c7d0a0d2c8c4,ff8f8f8383878103,35,23,93
91,MET:2025.393,MET,2025.393,A Prevailing Mood of Harmony,,https://www.metmuseum.org/art/collection/search/911890,https://images.metmuseum.org/CRDImages/as/web-large/DP-40665-002.jpg,b2f0e8ecd4d4f0a2,ffc3c3818181c3ff,38,17,93
92,MET:2025.399,MET,2025.399,Satirical Prints of Suzhou Customs,,https://www.metmuseum.org/art/collection/search/911900,https://images.metmuseum.org/CRDImages/as/web-large/DP-40850-001.jpg,5949490529697571,007f7e3e7e7ef200,22,50,94
93,MET:2025.363,MET,2025.363,Three Boys Grabbing Nobility,,https://www.metmuseum.org/art/collection/search/911834,https://images.metmuseum.org/CRDImages/as/web-large/DP-40657-002.jpg,33333333671b5933,647e7e7e7e727662,25,44,94
94,MET:2025.357,MET,2025.357,Boys Picking Lotus,,https://www.metmuseum.org/art/collection/search/911822,https://images.metmuseum.org/CRDImages/as/web-large/DP-40653-002.jpg,3b0b356d6d313d19,7e7e7e687a626000,27,40,94
95,MET:2025.421,MET,2025.421,Adoration of a Sage,,https://www.metmuseum.org/art/collection/search/911945,https://images.metmuseum.org/CRDImages/as/web-large/DP-40865-001.jpg,7179c4ccf0506956,60ffcf8181c3f700,32,30,94
96,MET:2025.411,MET,2025.411,A Newly-Cut Print : Scenes from the First Part of Record of The Three Kingdoms,,https://www.metmuseum.org/art/collection/search/911921,https://images.metmuseum.org/CRDImages/as/web-large/DP-40860-001.jpg,ae86d6ccaeccaee2,ffbd9091089380cc,37,20,94
97,MET:2025.422,MET,2025.422,View of Western architecture,,https://www.metmuseum.org/art/collection/search/911946,https://images.metmuseum.org/CRDImages/as/web-large/DP-41323-001.jpg,d02099dad8ccc8a4,ffffbf9381818187,37,20,94
98,MET:2025.429,MET,2025.429,Reunion of the Heroes,,https://www.metmuseum.org/art/collection/search/911968,https://images.metmuseum.org/CRDImages/as/web-large/DP-40866-001.jpg,e69694f4d4d4f0d0,ff8080c9808181ff,38,18,94
99,MET:2025.400,MET,2025.400,Two Beauties Picking Dates,,https://www.metmuseum.org/art/collection/search/911904,https://images.metmuseum.org/CRDImages/as/web-large/DP-40851-001.jpg,e4b4b8d8f8eae0d8,cf818381818181ff,39,16,94
100,MET:2025.451,MET,2025.451,Butterfly on Buddha's Hand Citron,,https://www.metmuseum.org/art/collection/search/912015,https://images.metmuseum.org/CRDImages/as/web-large/DP-41462-001.jpg,b292d2ca8c9ca809,e7a797810131fbff,39,16,94
101,MET:2025.430,MET,2025.430,Stone Lake In Suzhou : An Emulation of ‘Famous Scenes of West Lake’,,https://www.metmuseum.org/art/collection/search/911973,https://images.metmuseum.org/CRDImages/as/web-large/DP-41326-001.jpg,6551451b5b4d4d25,007e7e7e7e7e7e00,22,51,95
102,MET:2025.419,MET,2025.419,View of Putuoshan on the Southern Sea,,https://www.metmuseum.org/art/collection/search/911939,https://images.metmuseum.org/CRDImages/as/web-large/DP-41320-001.jpg,b86cfa929291b2e0,fff1c080878780c7,36,23,95
103,CMA:2025.61,CMA,2025.61,"Scenic Spots of Jiangtian Temple on Jinshan, Built by Imperial Command",勅建金山江天寺勝境,https://clevelandart.org/art/2025.61,https://openaccess-cdn.clevelandart.org/2025.61/2025.61_web.jpg,b2acec32faf4b4b6,ff89c9f7818181ff,38,19,95
104,MET:2025.395,MET,2025.395,Parrot on a Peach Branch,,https://www.metmuseum.org/art/collection/search/911892,https://images.metmuseum.org/CRDImages/as/web-large/DP-41298-001.jpg,a0c2d8ece4b6aca2,ff858181818181ff,42,12,96
105,CMA:2025.29,CMA,2025.29,Rise in Rank and Attain Wealth,加官進祿,https://clevelandart.org/art/2025.29,https://openaccess-cdn.clevelandart.org/2025.29/2025.29_web.jpg,87a666b23a1cd8da,fcd8cd043c38f181,32,33,97
106,MET:2025.452,MET,2025.452,Poppy and Stone,,https://www.metmuseum.org/art/collection/search/912016,https://images.metmuseum.org/CRDImages/as/web-large/DP-41463-001.jpg,89899c34b4fc9484,fbfbf9e1e1c181bf,38,21,97
107,MET:2025.454,MET,2025.454,Roses?,,https://www.metmuseum.org/art/collection/search/912018,https://images.metmuseum.org/CRDImages/as/web-large/DP-41465-001.jpg,c262e1f5a2a4c084,ffcfcf00050f039f,38,21,97
108,CMA:2025.88,CMA,2025.88,First Part of Story of The Western Chamber,全本西廂記,https://clevelandart.org/art/2025.88,https://openaccess-cdn.clevelandart.org/2025.88/2025.88_web.jpg,fe2cbe8cc6bacb98,fffff00081001c83,40,17,97
109,MET:2025.364,MET,2025.364,Ten Views of West Lake,,https://www.metmuseum.org/art/collection/search/911836,https://images.metmuseum.org/CRDImages/as/web-large/DP-41821-001.jpg,9a9e9e8eb6b2b2ba,ff818181818181ff,42,13,97
110,MET:2025.361,MET,2025.361,The Two Immortals of Harmony and Unity,,https://www.metmuseum.org/art/collection/search/911827,https://images.metmuseum.org/CRDImages/as/web-large/DP-40656-003.jpg,71793d6559614d19,00007a7e7e7e7e72,24,50,98
111,MET:2025.460,MET,2025.460,"Wooden chest with print ""Gusu Beauty in Winter"" pasted inside",,https://www.metmuseum.org/art/collection/search/912945,https://images.metmuseum.org/CRDImages/as/web-large/DP-41019-004.jpg,0f01195515191121,00007f7f7b7e3e00,24,50,98
112,MET:2025.440,MET,2025.440,White Snake Tale Game,,https://www.metmuseum.org/art/collection/search/911990,https://images.metmuseum.org/CRDImages/as/web-large/DP-41451-001.jpg,71f086b2b2b2d070,e7c381800081c3e7,39,20,98
