working_220_id,museum_code,museum_name,accession,object_id,record_type,cover_accession_number,title_en,title_zh,culture,date_or_period,medium_or_technique,classification_or_type,object_url,api_url,public_domain,original_image_url,print_image_url,web_image_url,additional_images,additional_image_count,downloadable_original,download_status,museum_core_version,museum_core_status,boundary_hypothesis,boundary_confidence,book_catalogue_no,book_plate_no,book_page,book_match_status,book_match_basis,book_match_confidence,notes
CMA:2025.29,CMA,Cleveland Museum of Art,2025.29,678663,object,,Rise in Rank and Attain Wealth,加官進祿,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Hanging scroll; polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.29,https://openaccess-api.clevelandart.org/api/artworks/2025.29,1,https://openaccess-cdn.clevelandart.org/2025.29/2025.29_full.tif,https://openaccess-cdn.clevelandart.org/2025.29/2025.29_print.jpg,https://openaccess-cdn.clevelandart.org/2025.29/2025.29_web.jpg,,0,1,official_full_tiff_CC0,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.30,CMA,Cleveland Museum of Art,2025.30,678664,object,,The Two Immortals of Harmony and Unity,和合二仙,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.30,https://openaccess-api.clevelandart.org/api/artworks/2025.30,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.31,CMA,Cleveland Museum of Art,2025.31,679031,object,,The Two Immortals of Harmony and Unity,和合二仙,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Hanging scroll; polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.31,https://openaccess-api.clevelandart.org/api/artworks/2025.31,1,https://openaccess-cdn.clevelandart.org/2025.31/2025.31_full.tif,https://openaccess-cdn.clevelandart.org/2025.31/2025.31_print.jpg,https://openaccess-cdn.clevelandart.org/2025.31/2025.31_web.jpg,,0,1,official_full_tiff_CC0,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.32,CMA,Cleveland Museum of Art,2025.32,679032,object,,The Two Immortals of Harmony and Unity,和合二仙,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.32,https://openaccess-api.clevelandart.org/api/artworks/2025.32,1,https://openaccess-cdn.clevelandart.org/2025.32/2025.32_full.tif,https://openaccess-cdn.clevelandart.org/2025.32/2025.32_print.jpg,https://openaccess-cdn.clevelandart.org/2025.32/2025.32_web.jpg,,0,1,official_full_tiff_CC0,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.33,CMA,Cleveland Museum of Art,2025.33,679033,object,,The God of War,關羽,"['China, Qing dynasty (1644–1911), Kangxi reign (1622–1722)']",1662–1722,Hanging scroll; polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.33,https://openaccess-api.clevelandart.org/api/artworks/2025.33,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.34,CMA,Cleveland Museum of Art,2025.34,679034,object,,Playing with an Infant,嬰戲圖,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.34,https://openaccess-api.clevelandart.org/api/artworks/2025.34,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.35,CMA,Cleveland Museum of Art,2025.35,679035,object,,Double Happiness Character,雙喜字,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.35,https://openaccess-api.clevelandart.org/api/artworks/2025.35,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.36,CMA,Cleveland Museum of Art,2025.36,679036,object,,Mother with Sons Playing Music,母子奏樂圖,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.36,https://openaccess-api.clevelandart.org/api/artworks/2025.36,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.37,CMA,Cleveland Museum of Art,2025.37,679037,object,,Spring Swallows Bring Good Tidings,春燕報喜圖,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.37,https://openaccess-api.clevelandart.org/api/artworks/2025.37,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.38,CMA,Cleveland Museum of Art,2025.38,679039,object,,Peacocks with Mother and Son,孔雀母子圖,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.38,https://openaccess-api.clevelandart.org/api/artworks/2025.38,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.39,CMA,Cleveland Museum of Art,2025.39,679040,object,,Happy Birds in a Spring Garden,春苑喜鳥圖,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.39,https://openaccess-api.clevelandart.org/api/artworks/2025.39,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.40,CMA,Cleveland Museum of Art,2025.40,679051,object,,The God of War,關羽,"['China, Qing dynasty (1644–1911), Kangxi reign (1622–1722) to Yongzheng reign (1723–35)']",1662–1735,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.40,https://openaccess-api.clevelandart.org/api/artworks/2025.40,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.41,CMA,Cleveland Museum of Art,2025.41,679056,object,,Zhang Xian Shoots the Heavenly Dog,張仙射天狗,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.41,https://openaccess-api.clevelandart.org/api/artworks/2025.41,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.42,CMA,Cleveland Museum of Art,2025.42,679053,object,,Lady watching a swallow,,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Hanging scroll; multicolor woodblock print on paper,Print,https://clevelandart.org/art/2025.42,https://openaccess-api.clevelandart.org/api/artworks/2025.42,1,https://openaccess-cdn.clevelandart.org/2025.42/2025.42_full.tif,https://openaccess-cdn.clevelandart.org/2025.42/2025.42_print.jpg,https://openaccess-cdn.clevelandart.org/2025.42/2025.42_web.jpg,,0,1,official_full_tiff_CC0,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.43,CMA,Cleveland Museum of Art,2025.43,679054,object,,Lady with water basin,,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Hanging scroll; multicolor woodblock print on paper,Print,https://clevelandart.org/art/2025.43,https://openaccess-api.clevelandart.org/api/artworks/2025.43,1,https://openaccess-cdn.clevelandart.org/2025.43/2025.43_full.tif,https://openaccess-cdn.clevelandart.org/2025.43/2025.43_print.jpg,https://openaccess-cdn.clevelandart.org/2025.43/2025.43_web.jpg,,0,1,official_full_tiff_CC0,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.44,CMA,Cleveland Museum of Art,2025.44,679052,object,,Zhang Xian Shoots the Heavenly Dog,張仙射天狗,"['China, Qing dynasty (1644–1911), Daoguang reign (1821–50)']",1821–50,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.44,https://openaccess-api.clevelandart.org/api/artworks/2025.44,1,https://openaccess-cdn.clevelandart.org/2025.44/2025.44_full.tif,https://openaccess-cdn.clevelandart.org/2025.44/2025.44_print.jpg,https://openaccess-cdn.clevelandart.org/2025.44/2025.44_web.jpg,,0,1,official_full_tiff_CC0,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.45,CMA,Cleveland Museum of Art,2025.45,679059,object,,The God of War,關羽,['China'],1950s,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.45,https://openaccess-api.clevelandart.org/api/artworks/2025.45,0,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.46,CMA,Cleveland Museum of Art,2025.46,679060,object,,Gusu Beauties of the Four Seasons–Summer,四季姑蘇美人圖 - 夏,"['Southeast China, Suzhou Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,"Multicolor woodblock print; ink and color on paper, framed",Print,https://clevelandart.org/art/2025.46,https://openaccess-api.clevelandart.org/api/artworks/2025.46,1,https://openaccess-cdn.clevelandart.org/2025.46/2025.46_full.tif,https://openaccess-cdn.clevelandart.org/2025.46/2025.46_print.jpg,https://openaccess-cdn.clevelandart.org/2025.46/2025.46_web.jpg,,0,1,official_full_tiff_CC0,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.47,CMA,Cleveland Museum of Art,2025.47,679065,object,,Gusu Beauty–Mother and Son in a Summer Pavilion,姑蘇美人 – 夏日亭畔母子圖,"['Southeast China, Suzhou Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.47,https://openaccess-api.clevelandart.org/api/artworks/2025.47,1,https://openaccess-cdn.clevelandart.org/2025.47/2025.47_full.tif,https://openaccess-cdn.clevelandart.org/2025.47/2025.47_print.jpg,https://openaccess-cdn.clevelandart.org/2025.47/2025.47_web.jpg,,0,1,official_full_tiff_CC0,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.48,CMA,Cleveland Museum of Art,2025.48,679061,object,,Gusu Beauties of the Four Seasons—Spring,四季姑蘇美人圖 – 春,"['Southeast China, Suzhou Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Multicolor woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.48,https://openaccess-api.clevelandart.org/api/artworks/2025.48,1,https://openaccess-cdn.clevelandart.org/2025.48/2025.48_full.tif,https://openaccess-cdn.clevelandart.org/2025.48/2025.48_print.jpg,https://openaccess-cdn.clevelandart.org/2025.48/2025.48_web.jpg,,0,1,official_full_tiff_CC0,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.49,CMA,Cleveland Museum of Art,2025.49,679062,object,,Gusu Beauty–Winter,姑蘇美人 – 冬,"['Southeast China, Suzhou Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Multicolor woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.49,https://openaccess-api.clevelandart.org/api/artworks/2025.49,1,https://openaccess-cdn.clevelandart.org/2025.49/2025.49_full.tif,https://openaccess-cdn.clevelandart.org/2025.49/2025.49_print.jpg,https://openaccess-cdn.clevelandart.org/2025.49/2025.49_web.jpg,,0,1,official_full_tiff_CC0,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.50,CMA,Cleveland Museum of Art,2025.50,679063,object,,Gusu Beauties of the Four Seasons–Autumn,四季姑蘇美人圖 – 秋,"['Southeast China, Suzhou Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Multicolor woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.50,https://openaccess-api.clevelandart.org/api/artworks/2025.50,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.51,CMA,Cleveland Museum of Art,2025.51,679064,object,,Gusu Beauties of the Four Seasons–Winter,四季姑蘇美人圖 – 冬,"['Southeast China, Suzhou Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Multicolor woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.51,https://openaccess-api.clevelandart.org/api/artworks/2025.51,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.52,CMA,Cleveland Museum of Art,2025.52,398760,object,,Beautiful Scenery of Putuoshan on the Southern Sea,南海普陀⼭勝景,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1700s,Printed in two shades of black and colored by hand,Print,https://clevelandart.org/art/2025.52,https://openaccess-api.clevelandart.org/api/artworks/2025.52,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.53,CMA,Cleveland Museum of Art,2025.53,679081,object,,Scenic View of Suzhou,姑蘇勝景,"['Southeast China, Suzhou, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Hanging scroll; multicolor woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.53,https://openaccess-api.clevelandart.org/api/artworks/2025.53,1,https://openaccess-cdn.clevelandart.org/2025.53/2025.53_full.tif,https://openaccess-cdn.clevelandart.org/2025.53/2025.53_print.jpg,https://openaccess-cdn.clevelandart.org/2025.53/2025.53_web.jpg,,0,1,official_full_tiff_CC0,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.54,CMA,Cleveland Museum of Art,2025.54,679082,object,,Li Taibai Reading,李太⽩讀書圖,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Hanging scroll; polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.54,https://openaccess-api.clevelandart.org/api/artworks/2025.54,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.55,CMA,Cleveland Museum of Art,2025.55,679083,object,,"Fisherman, Woodcutter, Farmer, and Scholar",漁樵耕讀,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Hanging scroll; woodblock print; ink on paper,Print,https://clevelandart.org/art/2025.55,https://openaccess-api.clevelandart.org/api/artworks/2025.55,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.56,CMA,Cleveland Museum of Art,2025.56,679084,object,,The Herd Boy and the Weaving Maiden,牛郎織女,"['China, Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Hanging scroll; polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.56,https://openaccess-api.clevelandart.org/api/artworks/2025.56,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.57,CMA,Cleveland Museum of Art,2025.57,679085,object,,Two Beauties Inspect a Golden Lotus,雙美觀金蓮,"['China, Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Hanging scroll; polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.57,https://openaccess-api.clevelandart.org/api/artworks/2025.57,1,https://openaccess-cdn.clevelandart.org/2025.57/2025.57_full.tif,https://openaccess-cdn.clevelandart.org/2025.57/2025.57_print.jpg,https://openaccess-cdn.clevelandart.org/2025.57/2025.57_web.jpg,,0,1,official_full_tiff_CC0,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.58,CMA,Cleveland Museum of Art,2025.58,679086,object,,Boys Playing,嬰戲圖,"['China, Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Hanging scroll; polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.58,https://openaccess-api.clevelandart.org/api/artworks/2025.58,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.59,CMA,Cleveland Museum of Art,2025.59,679087,object,,Boy Bringing Wealth,招財童子,"['China, Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.59,https://openaccess-api.clevelandart.org/api/artworks/2025.59,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.60,CMA,Cleveland Museum of Art,2025.60,679088,object,,"Picture of a Cat, a Bird, and a Crabapple",海棠綬帶富貴圖,"['Southeast China, Suzhou, Qing dynasty (1644–1911), Kangxi reign (1662–1722) to Yongzheng reign (1723–35)']",1662–1735,Multicolor woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.60,https://openaccess-api.clevelandart.org/api/artworks/2025.60,1,https://openaccess-cdn.clevelandart.org/2025.60/2025.60_full.tif,https://openaccess-cdn.clevelandart.org/2025.60/2025.60_print.jpg,https://openaccess-cdn.clevelandart.org/2025.60/2025.60_web.jpg,,0,1,official_full_tiff_CC0,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.61,CMA,Cleveland Museum of Art,2025.61,679089,object,,"Scenic Spots of Jiangtian Temple on Jinshan, Built by Imperial Command",勅建金山江天寺勝境,"['China, Qing dynasty (1644–1911), Kangxi reign (1622–1722)']",1662–1722,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.61,https://openaccess-api.clevelandart.org/api/artworks/2025.61,1,https://openaccess-cdn.clevelandart.org/2025.61/2025.61_full.tif,https://openaccess-cdn.clevelandart.org/2025.61/2025.61_print.jpg,https://openaccess-cdn.clevelandart.org/2025.61/2025.61_web.jpg,,0,1,official_full_tiff_CC0,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.62,CMA,Cleveland Museum of Art,2025.62,679092,object,,Satirical Prints of Suzhou Customs,蘇州風俗諷刺畫,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1760,Woodblock print; ink on paper,Print,https://clevelandart.org/art/2025.62,https://openaccess-api.clevelandart.org/api/artworks/2025.62,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
