id,accession_number,share_license_status,tombstone,current_location,title,title_in_original_language,series,series_in_original_language,creation_date,creation_date_earliest,creation_date_latest,artists_tags,culture,technique,support_materials,department,collection,type,measurements,state_of_the_work,edition_of_the_work,copyright,inscriptions,exhibitions,provenance,find_spot,related_works,former_accession_numbers,did_you_know,early_education_description,artlens_description,description,external_resources,citations,catalogue_raisonne,url,alternate_images,creditline,image_credit,sketchfab_id,sketchfab_url,gallery_donor_text,creators,image_web,image_print,image_full,updated_at
679063,2025.50,CC0,"Gusu Beauties of the Four Seasons – Autumn (四季姑蘇美人圖 – 秋), 1736–95. Southeast China, Suzhou Qing dynasty (1644–1911), Qianlong period (1736–95). Multicolor woodblock print; ink and color on paper; print only: 98.3 x 55.2 cm (38 11/16 x 21 3/4 in.). The Cleveland Museum of Art, Purchase from the J. H. Wade Fund, 2025.50",,Gusu Beauties of the Four Seasons – Autumn,四季姑蘇美人圖 – 秋,,,1736–95,1736,1795,[],"Southeast China, Suzhou Qing dynasty (1644–1911), Qianlong period (1736–95)",Multicolor woodblock print; ink and color on paper,[],Chinese Art,China - Qing Dynasty,Print,Print only: 98.3 x 55.2 cm (38 11/16 x 21 3/4 in.),,,,[],,"(Christer von der Burg, sold to the Cleveland Museum of Art) (?–2025); The Cleveland Museum of Art, Cleveland, OH (2025–)",,[],[],"Woodblock printing in color reached a height in China in the 1600s to 1700s. The prints were executed by means of sets of separate blocks, each carved to print a different color.",,,"“Beautiful women” (<em>meiren</em>) was a popular subject in prints from Suzhou, a city that set trends in fashion and art. This print is from a set of Four Beauties representing the Four Seasons, along with <a href=""http://www.cma.org/art/2025.46""><u>CMA 2025.46</u></a>, <a href=""http://www.cma.org/art/2025.48""><u>CMA 2025.48</u></a>, and <a href=""http://www.cma.org/art/2025.51""><u>CMA 2025.51</u></a>.","{'wikidata': [], 'internet_archive': []}",[],,https://clevelandart.org/art/2025.50,[],Purchase from the J. H. Wade Fund,,,,,[],,,,2026-08-15 11:17:58.730000
679064,2025.51,CC0,"Gusu Beauties of the Four Seasons – Winter (四季姑蘇美人圖 – 冬), 1736–95. Southeast China, Suzhou Qing dynasty (1644–1911), Qianlong period (1736–95). Multicolor woodblock print; ink and color on paper; print only: 97.8 x 55 cm (38 1/2 x 21 5/8 in.). The Cleveland Museum of Art, Purchase from the J. H. Wade Fund, 2025.51",,Gusu Beauties of the Four Seasons – Winter,四季姑蘇美人圖 – 冬,,,1736–95,1736,1795,[],"Southeast China, Suzhou Qing dynasty (1644–1911), Qianlong period (1736–95)",Multicolor woodblock print; ink and color on paper,[],Chinese Art,China - Qing Dynasty,Print,Print only: 97.8 x 55 cm (38 1/2 x 21 5/8 in.),,,,[],,"(Christer von der Burg, sold to the Cleveland Museum of Art) (?–2025); The Cleveland Museum of Art, Cleveland, OH (2025–)",,[],[],"Woodblock printing in color reached a height in China in the 1600s to 1700s. The prints were executed by means of sets of separate blocks, each carved to print a different color.",,,"“Beautiful women” (<em>meiren</em>) was a popular subject in prints from Suzhou, a city that set trends in fashion and art. This print is from a set of Four Beauties representing the Four Seasons, along with <a href=""http://www.cma.org/art/2025.46""><u>CMA 2025.46</u></a>, <a href=""http://www.cma.org/art/2025.48""><u>CMA 2025.48</u></a>, and <a href=""http://www.cma.org/art/2025.50""><u>CMA 2025.50</u></a>.","{'wikidata': [], 'internet_archive': []}",[],,https://clevelandart.org/art/2025.51,[],Purchase from the J. H. Wade Fund,,,,,[],,,,2026-08-15 11:17:58.739000
679065,2025.47,CC0,"Gusu Beauty – Mother and Son in a Summer Pavilion (姑蘇美人 – 夏日亭畔母子圖), 1736–95. Southeast China, Suzhou Qing dynasty (1644–1911), Qianlong period (1736–95). Polychrome woodblock print; ink and color on paper; print only: 104.2 x 54.5 cm (41 x 21 7/16 in.); overall: 112.9 x 62.9 cm (44 7/16 x 24 3/4 in.). The Cleveland Museum of Art, Purchase from the J. H. Wade Fund, 2025.47",,Gusu Beauty – Mother and Son in a Summer Pavilion,姑蘇美人 – 夏日亭畔母子圖,,,1736–95,1736,1795,[],"Southeast China, Suzhou Qing dynasty (1644–1911), Qianlong period (1736–95)",Polychrome woodblock print; ink and color on paper,[],Chinese Art,China - Qing Dynasty,Print,Print only: 104.2 x 54.5 cm (41 x 21 7/16 in.); Overall: 112.9 x 62.9 cm (44 7/16 x 24 3/4 in.),,,,[],"CURRENT: Print Revolutions: Chinese Impressions, 1630s–1960s (Nov 15, 2026)","(Christer von der Burg, sold to the Cleveland Museum of Art) (?–2025); The Cleveland Museum of Art, Cleveland, OH (2025–)",,[],[],"Woodblock printing in color reached a height in China in the 1600s to 1700s. The prints were executed by means of sets of separate blocks, each carved to print a different color.",,,"In the 1600s, printing flourished in such Jiangnan cities as Nanjing, Suzhou, Hangzhou, and Huizhou, evolving from privately enjoyed illustrated books printed in color to more commercialized single-sheet color prints that were hung on walls and became part of the rich urban visual culture.","{'wikidata': [], 'internet_archive': []}",[],,https://clevelandart.org/art/2025.47,"[{'web': {'url': 'https://openaccess-cdn.clevelandart.org/2025.47/2025.47_alt0_web.jpg', 'width': '485', 'height': '900', 'filesize': '149756'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/2025.47/2025.47_alt0_print.jpg', 'width': '1834', 'height': '3400', 'filesize': '2787001'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/2025.47/2025.47_alt0_full.tif', 'width': '7151', 'height': '13260', 'filesize': '284494844'}, 'date_created': '2026-06-05T09:34:24', 'annotation': ''}]",Purchase from the J. H. Wade Fund,,,,,[],https://openaccess-cdn.clevelandart.org/2025.47/2025.47_web.jpg,https://openaccess-cdn.clevelandart.org/2025.47/2025.47_print.jpg,https://openaccess-cdn.clevelandart.org/2025.47/2025.47_full.tif,2026-08-15 11:17:58.748000
398760,2025.52,CC0,"Beautiful Scenery of Putuoshan on the Southern Sea (南海普陀⼭勝景), 1700s. China, Qing dynasty (1644–1911), Qianlong reign (1736–95). Printed in two shades of black and colored by hand; image: 97 x 54.4 cm (38 3/16 x 21 7/16 in.); overall: 102.5 x 63 cm (40 3/8 x 24 13/16 in.). The Cleveland Museum of Art, Purchase from the J. H. Wade Fund, 2025.52",,Beautiful Scenery of Putuoshan on the Southern Sea,南海普陀⼭勝景,,,1700s,1700,1799,[],"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",Printed in two shades of black and colored by hand,[],Chinese Art,China - Qing Dynasty,Print,Image: 97 x 54.4 cm (38 3/16 x 21 7/16 in.); Overall: 102.5 x 63 cm (40 3/8 x 24 13/16 in.),,,,仁和軒,"CURRENT: China’s Southern Paradise: Treasures from the Lower Yangzi Delta (Sep 10, 2023)","(Christer von der Burg, sold to the Cleveland Museum of Art) (?–2025); The Cleveland Museum of Art, Cleveland, OH (2025–)",,[],[],"Woodblock printing in color reached a height in China in the 1600s to 1700s. The prints were executed by means of sets of separate blocks, each carved to print a different color.",,,"Mount Putuo, an island southeast of Shanghai that covers approximately 12.5 square kilometers (4.8 square miles), is one of the Four Sacred Buddhist Mountains and a destination for the worship of Guanyin (Avalokiteśhvara), the bodhisattva of compassion. <br><br>The importance of Putuo as a national and international pilgrimage center began in the 900s and was revived in the late 1500s and 1600s. Its attraction is partly based on the claim that Putuo Island is Mount Potalaka, the home of Guanyin located on the southern coast of India, which made the island attractive to Korean and Japanese pilgrims as well. Mount Putuo received imperial visits and patronage from the Kangxi and Qianlong emperors.","{'wikidata': [], 'internet_archive': []}",[],,https://clevelandart.org/art/2025.52,[],Purchase from the J. H. Wade Fund,,,,,[],,,,2026-08-13 11:44:38.071000
679081,2025.53,CC0,"Scenic View of Suzhou (姑蘇勝景), 1736–95. Southeast China, Suzhou, Qing dynasty (1644–1911), Qianlong reign (1736–95). Hanging scroll; multicolor woodblock print; ink and color on paper; print only: 112 x 55.8 cm (44 1/8 x 21 15/16 in.); overall: 188 x 64 cm (74 x 25 3/16 in.); with knobs: 188 x 71 cm (74 x 27 15/16 in.). The Cleveland Museum of Art, Purchase from the J. H. Wade Fund, 2025.53",,Scenic View of Suzhou,姑蘇勝景,,,1736–95,1736,1795,[],"Southeast China, Suzhou, Qing dynasty (1644–1911), Qianlong reign (1736–95)",Hanging scroll; multicolor woodblock print; ink and color on paper,[],Chinese Art,ASIAN - Hanging scroll,Print,Print only: 112 x 55.8 cm (44 1/8 x 21 15/16 in.); Overall: 188 x 64 cm (74 x 25 3/16 in.); with knobs: 188 x 71 cm (74 x 27 15/16 in.),,,,姑蘇勝景,"CURRENT: Print Revolutions: Chinese Impressions, 1630s–1960s (Nov 15, 2026)","(Christer von der Burg, sold to the Cleveland Museum of Art) (?–2025); The Cleveland Museum of Art, Cleveland, OH (2025–)",,[],[],"Woodblock printing in color reached a height in China in the 1600s to 1700s. The prints were executed by means of sets of separate blocks, each carved to print a different color.",,,"In the 1600s, printing flourished in such Jiangnan cities as Nanjing, Suzhou, Hangzhou, and Huizhou, evolving from privately enjoyed illustrated books printed in color to more commercialized single-sheet color prints that were hung on walls and became part of the rich urban visual culture.","{'wikidata': [], 'internet_archive': []}",[],,https://clevelandart.org/art/2025.53,"[{'web': {'url': 'https://openaccess-cdn.clevelandart.org/2025.53/2025.53_alt0_web.jpg', 'width': '345', 'height': '900', 'filesize': '74349'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/2025.53/2025.53_alt0_print.jpg', 'width': '1303', 'height': '3400', 'filesize': '813412'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/2025.53/2025.53_alt0_full.tif', 'width': '4696', 'height': '12253', 'filesize': '172647610'}, 'date_created': '2025-02-18T15:47:18', 'annotation': ''}, {'web': {'url': 'https://openaccess-cdn.clevelandart.org/2025.53/2025.53_alt1_web.jpg', 'width': '345', 'height': '900', 'filesize': '147055'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/2025.53/2025.53_alt1_print.jpg', 'width': '1303', 'height': '3400', 'filesize': '1901275'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/2025.53/2025.53_alt1_full.tif', 'width': '4696', 'height': '12253', 'filesize': '172649082'}, 'date_created': '2025-02-18T15:42:48', 'annotation': ''}]",Purchase from the J. H. Wade Fund,,,,,[],https://openaccess-cdn.clevelandart.org/2025.53/2025.53_web.jpg,https://openaccess-cdn.clevelandart.org/2025.53/2025.53_print.jpg,https://openaccess-cdn.clevelandart.org/2025.53/2025.53_full.tif,2026-08-13 11:44:38.309000
679082,2025.54,CC0,"Li Taibai Reading (李太⽩讀書圖), 1736–95. China, Qing dynasty (1644–1911), Qianlong reign (1736–95). Hanging scroll; polychrome woodblock print; ink and color on paper; print only: 98.5 x 52 cm (38 3/4 x 20 1/2 in.); overall with mount: 174 x 61 cm (68 1/2 x 24 in.); with knobs: 67 cm (26 3/8 in.). The Cleveland Museum of Art, Purchase from the J. H. Wade Fund, 2025.54",,Li Taibai Reading,李太⽩讀書圖,,,1736–95,1736,1795,[],"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",Hanging scroll; polychrome woodblock print; ink and color on paper,[],Chinese Art,ASIAN - Hanging scroll,Print,Print only: 98.5 x 52 cm (38 3/4 x 20 1/2 in.); Overall with mount: 174 x 61 cm (68 1/2 x 24 in.); with knobs: 67 cm (26 3/8 in.),,,,[],,"(Christer von der Burg, sold to the Cleveland Museum of Art) (?–2025); The Cleveland Museum of Art, Cleveland, OH (2025–)",,[],[],"Woodblock printing in color reached a height in China in the 1600s to 1700s. The prints were executed by means of sets of separate blocks, each carved to print a different color.",,,"In the 1600s, printing flourished in such Jiangnan cities as Nanjing, Suzhou, Hangzhou, and Huizhou, evolving from privately enjoyed illustrated books printed in color to more commercialized single-sheet color prints that were hung on walls and became part of the rich urban visual culture.","{'wikidata': [], 'internet_archive': []}",[],,https://clevelandart.org/art/2025.54,[],Purchase from the J. H. Wade Fund,,,,,[],,,,2026-07-22 11:09:14.192000
679083,2025.55,CC0,"Fisherman, Woodcutter, Farmer, and Scholar (漁樵耕讀), 1736–95. China, Qing dynasty (1644–1911), Qianlong reign (1736–95). Hanging scroll; woodblock print; ink on paper; print only: 93.8 x 49.8 cm (36 15/16 x 19 5/8 in.); overall: 150 x 60 cm (59 1/16 x 23 5/8 in.); with knobs: 150 x 64.3 cm (59 1/16 x 25 5/16 in.). The Cleveland Museum of Art, Purchase from the J. H. Wade Fund, 2025.55",,"Fisherman, Woodcutter, Farmer, and Scholar",漁樵耕讀,,,1736–95,1736,1795,[],"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",Hanging scroll; woodblock print; ink on paper,[],Chinese Art,ASIAN - Hanging scroll,Print,Print only: 93.8 x 49.8 cm (36 15/16 x 19 5/8 in.); Overall: 150 x 60 cm (59 1/16 x 23 5/8 in.); with knobs: 150 x 64.3 cm (59 1/16 x 25 5/16 in.),,,,[],,"(Christer von der Burg, sold to the Cleveland Museum of Art) (?–2025); The Cleveland Museum of Art, Cleveland, OH (2025–)",,[],[],"Woodblock printing in color reached a height in China in the 1600s to 1700s. The prints were executed by means of sets of separate blocks, each carved to print a different color.",,,"In the 1600s, printing flourished in such Jiangnan cities as Nanjing, Suzhou, Hangzhou, and Huizhou, evolving from privately enjoyed illustrated books printed in color to more commercialized single-sheet color prints that were hung on walls and became part of the rich urban visual culture.","{'wikidata': [], 'internet_archive': []}",[],,https://clevelandart.org/art/2025.55,[],Purchase from the J. H. Wade Fund,,,,,[],,,,2026-06-26 11:50:57.530000
679084,2025.56,CC0,"The Herd Boy and the Weaving Maiden (牛郎織女), 1736–95. China, Qing dynasty (1644–1911), Qianlong period (1736–95). Hanging scroll; polychrome woodblock print; ink and color on paper; image: 95.2 x 49.3 cm (37 1/2 x 19 7/16 in.); mounted: 224 x 66.4 cm (88 3/16 x 26 1/8 in.); mounted with knobs: 224 x 77 cm (88 3/16 x 30 5/16 in.). The Cleveland Museum of Art, Purchase from the J. H. Wade Fund, 2025.56",,The Herd Boy and the Weaving Maiden,牛郎織女,,,1736–95,1736,1795,[],"China, Qing dynasty (1644–1911), Qianlong period (1736–95)",Hanging scroll; polychrome woodblock print; ink and color on paper,[],Chinese Art,ASIAN - Hanging scroll,Print,Image: 95.2 x 49.3 cm (37 1/2 x 19 7/16 in.); Mounted: 224 x 66.4 cm (88 3/16 x 26 1/8 in.); Mounted with knobs: 224 x 77 cm (88 3/16 x 30 5/16 in.),,,,[],,"(Christer von der Burg, sold to the Cleveland Museum of Art) (?–2025); The Cleveland Museum of Art, Cleveland, OH (2025–)",,[],[],"Woodblock printing in color reached a height in China in the 1600s to 1700s. The prints were executed by means of sets of separate blocks, each carved to print a different color.",,,"In the 1600s, printing flourished in such Jiangnan cities as Nanjing, Suzhou, Hangzhou, and Huizhou, evolving from privately enjoyed illustrated books printed in color to more commercialized single-sheet color prints that were hung on walls and became part of the rich urban visual culture.","{'wikidata': [], 'internet_archive': []}",[],,https://clevelandart.org/art/2025.56,[],Purchase from the J. H. Wade Fund,,,,,[],,,,2026-08-03 14:26:47.948000
679085,2025.57,CC0,"Two Beauties Inspect a Golden Lotus (雙美觀金蓮), 1736–95. China, Qing dynasty (1644–1911), Qianlong period (1736–95). Hanging scroll; polychrome woodblock print; ink and color on paper; image: 103 x 55.9 cm (40 9/16 x 22 in.); mounted: 157 x 68 cm (61 13/16 x 26 3/4 in.); mounted with knobs: 157 x 74 cm (61 13/16 x 29 1/8 in.). The Cleveland Museum of Art, Purchase from the J. H. Wade Fund, 2025.57",,Two Beauties Inspect a Golden Lotus,雙美觀金蓮,,,1736–95,1736,1795,[],"China, Qing dynasty (1644–1911), Qianlong period (1736–95)",Hanging scroll; polychrome woodblock print; ink and color on paper,[],Chinese Art,ASIAN - Hanging scroll,Print,Image: 103 x 55.9 cm (40 9/16 x 22 in.); Mounted: 157 x 68 cm (61 13/16 x 26 3/4 in.); Mounted with knobs: 157 x 74 cm (61 13/16 x 29 1/8 in.),,,,[],,"(Christer von der Burg, sold to the Cleveland Museum of Art) (?–2025); The Cleveland Museum of Art, Cleveland, OH (2025–)",,[],[],"Woodblock printing in color reached a height in China in the 1600s to 1700s. The prints were executed by means of sets of separate blocks, each carved to print a different color.",,,"In the 1600s, printing flourished in such Jiangnan cities as Nanjing, Suzhou, Hangzhou, and Huizhou, evolving from privately enjoyed illustrated books printed in color to more commercialized single-sheet color prints that were hung on walls and became part of the rich urban visual culture.","{'wikidata': [], 'internet_archive': []}",[],,https://clevelandart.org/art/2025.57,"[{'web': {'url': 'https://openaccess-cdn.clevelandart.org/2025.57/2025.57_alt0_web.jpg', 'width': '434', 'height': '900', 'filesize': '89004'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/2025.57/2025.57_alt0_print.jpg', 'width': '1641', 'height': '3400', 'filesize': '1192810'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/2025.57/2025.57_alt0_full.tif', 'width': '4917', 'height': '10190', 'filesize': '150340446'}, 'date_created': '2025-02-18T15:30:32', 'annotation': ''}, {'web': {'url': 'https://openaccess-cdn.clevelandart.org/2025.57/2025.57_alt1_web.jpg', 'width': '434', 'height': '900', 'filesize': '142409'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/2025.57/2025.57_alt1_print.jpg', 'width': '1640', 'height': '3400', 'filesize': '1927806'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/2025.57/2025.57_alt1_full.tif', 'width': '4917', 'height': '10191', 'filesize': '150356282'}, 'date_created': '2025-02-18T15:06:39', 'annotation': ''}]",Purchase from the J. H. Wade Fund,,,,,[],https://openaccess-cdn.clevelandart.org/2025.57/2025.57_web.jpg,https://openaccess-cdn.clevelandart.org/2025.57/2025.57_print.jpg,https://openaccess-cdn.clevelandart.org/2025.57/2025.57_full.tif,2026-08-03 14:26:48.476000
679086,2025.58,CC0,"Boys Playing (嬰戲圖), 1736–95. China, Qing dynasty (1644–1911), Qianlong period (1736–95). Hanging scroll; polychrome woodblock print; ink and color on paper; image: 105.6 x 58.2 cm (41 9/16 x 22 15/16 in.); overall: 143.6 x 69.4 cm (56 9/16 x 27 5/16 in.). The Cleveland Museum of Art, Purchase from the J. H. Wade Fund, 2025.58",,Boys Playing,嬰戲圖,,,1736–95,1736,1795,[],"China, Qing dynasty (1644–1911), Qianlong period (1736–95)",Hanging scroll; polychrome woodblock print; ink and color on paper,[],Chinese Art,ASIAN - Hanging scroll,Print,Image: 105.6 x 58.2 cm (41 9/16 x 22 15/16 in.); Overall: 143.6 x 69.4 cm (56 9/16 x 27 5/16 in.),,,,[],,"(Christer von der Burg, sold to the Cleveland Museum of Art) (?–2025); The Cleveland Museum of Art, Cleveland, OH (2025–)",,[],[],"Woodblock printing in color reached a height in China in the 1600s to 1700s. The prints were executed by means of sets of separate blocks, each carved to print a different color.",,,"In the 1600s, printing flourished in such Jiangnan cities as Nanjing, Suzhou, Hangzhou, and Huizhou, evolving from privately enjoyed illustrated books printed in color to more commercialized single-sheet color prints that were hung on walls and became part of the rich urban visual culture.","{'wikidata': [], 'internet_archive': []}",[],,https://clevelandart.org/art/2025.58,[],Purchase from the J. H. Wade Fund,,,,,[],,,,2026-08-03 14:26:50.356000
679087,2025.59,CC0,"Boy Bringing Wealth (招財童子), 1736–95. China, Qing dynasty (1644–1911), Qianlong period (1736–95). Polychrome woodblock print; ink and color on paper; print only: 46.3 x 28.5 cm (18 1/4 x 11 1/4 in.); overall: 72.7 x 41.6 cm (28 5/8 x 16 3/8 in.). The Cleveland Museum of Art, Purchase from the J. H. Wade Fund, 2025.59",,Boy Bringing Wealth,招財童子,,,1736–95,1736,1795,[],"China, Qing dynasty (1644–1911), Qianlong period (1736–95)",Polychrome woodblock print; ink and color on paper,[],Chinese Art,ASIAN - Album leaf,Print,Print only: 46.3 x 28.5 cm (18 1/4 x 11 1/4 in.); Overall: 72.7 x 41.6 cm (28 5/8 x 16 3/8 in.),,,,[],,"(Christer von der Burg, sold to the Cleveland Museum of Art) (?–2025); The Cleveland Museum of Art, Cleveland, OH (2025–)",,[],[],"Woodblock printing in color reached a height in China in the 1600s to 1700s. The prints were executed by means of sets of separate blocks, each carved to print a different color.",,,"In the 1600s, printing flourished in such Jiangnan cities as Nanjing, Suzhou, Hangzhou, and Huizhou, evolving from privately enjoyed illustrated books printed in color to more commercialized single-sheet color prints that were hung on walls and became part of the rich urban visual culture.","{'wikidata': [], 'internet_archive': []}",[],,https://clevelandart.org/art/2025.59,[],Purchase from the J. H. Wade Fund,,,,,[],,,,2026-05-29 09:16:01.760000
679088,2025.60,CC0,"Picture of a Cat, a Bird, and a Crabapple (海棠綬帶富貴圖), 1662–1735. Southeast China, Suzhou, Qing dynasty (1644–1911), Kangxi reign (1662–1722) to Yongzheng reign (1723–35). Multicolor woodblock print; ink and color on paper; print only: 50.6 x 30 cm (19 15/16 x 11 13/16 in.); overall: 53 x 34.6 cm (20 7/8 x 13 5/8 in.). The Cleveland Museum of Art, Purchase from the J. H. Wade Fund, 2025.60",,"Picture of a Cat, a Bird, and a Crabapple",海棠綬帶富貴圖,,,1662–1735,1662,1735,[],"Southeast China, Suzhou, Qing dynasty (1644–1911), Kangxi reign (1662–1722) to Yongzheng reign (1723–35)",Multicolor woodblock print; ink and color on paper,[],Chinese Art,China - Qing Dynasty,Print,Print only: 50.6 x 30 cm (19 15/16 x 11 13/16 in.); Overall: 53 x 34.6 cm (20 7/8 x 13 5/8 in.),,,,[],"CURRENT: Print Revolutions: Chinese Impressions, 1630s–1960s (Nov 15, 2026)","(Christer von der Burg, sold to the Cleveland Museum of Art) (?–2025); The Cleveland Museum of Art, Cleveland, OH (2025–)",,[],[],"Woodblock printing in color reached a height in China in the 1600s to 1700s. The prints were executed by means of sets of separate blocks, each carved to print a different color.",,,"In the 1600s, printing flourished in such Jiangnan cities as Nanjing, Suzhou, Hangzhou, and Huizhou, evolving from privately enjoyed illustrated books printed in color to more commercialized single-sheet color prints that were hung on walls and became part of the rich urban visual culture.","{'wikidata': [], 'internet_archive': []}",[],,https://clevelandart.org/art/2025.60,"[{'web': {'url': 'https://openaccess-cdn.clevelandart.org/2025.60/2025.60_alt0_web.jpg', 'width': '541', 'height': '900', 'filesize': '196258'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/2025.60/2025.60_alt0_print.jpg', 'width': '2043', 'height': '3400', 'filesize': '2358972'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/2025.60/2025.60_alt0_full.tif', 'width': '7805', 'height': '12992', 'filesize': '304237910'}, 'date_created': '2025-02-18T10:38:44', 'annotation': ''}]",Purchase from the J. H. Wade Fund,,,,,[],https://openaccess-cdn.clevelandart.org/2025.60/2025.60_web.jpg,https://openaccess-cdn.clevelandart.org/2025.60/2025.60_print.jpg,https://openaccess-cdn.clevelandart.org/2025.60/2025.60_full.tif,2026-08-15 11:17:58.758000
679089,2025.61,CC0,"Scenic Spots of Jiangtian Temple on Jinshan, Built by Imperial Command (勅建金山江天寺勝境), 1662–1722. China, Qing dynasty (1644–1911), Kangxi reign (1622–1722). Polychrome woodblock print; ink and color on paper; 60.6 x 37.5 cm (23 7/8 x 14 3/4 in.). The Cleveland Museum of Art, Purchase from the J. H. Wade Fund, 2025.61",,"Scenic Spots of Jiangtian Temple on Jinshan, Built by Imperial Command",勅建金山江天寺勝境,,,1662–1722,1662,1722,[],"China, Qing dynasty (1644–1911), Kangxi reign (1622–1722)",Polychrome woodblock print; ink and color on paper,[],Chinese Art,China - Qing Dynasty,Print,60.6 x 37.5 cm (23 7/8 x 14 3/4 in.),,,,[],,"(Christer von der Burg, sold to the Cleveland Museum of Art) (?–2025); The Cleveland Museum of Art, Cleveland, OH (2025–)",,[],[],"Woodblock printing in color reached a height in China in the 1600s to 1700s. The prints were executed by means of sets of separate blocks, each carved to print a different color.",,,"In the 1600s, printing flourished in such Jiangnan cities as Nanjing, Suzhou, Hangzhou, and Huizhou, evolving from privately enjoyed illustrated books printed in color to more commercialized single-sheet color prints that were hung on walls and became part of the rich urban visual culture.","{'wikidata': [], 'internet_archive': []}",[],,https://clevelandart.org/art/2025.61,"[{'web': {'url': 'https://openaccess-cdn.clevelandart.org/2025.61/2025.61_alt0_web.jpg', 'width': '572', 'height': '900', 'filesize': '133231'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/2025.61/2025.61_alt0_print.jpg', 'width': '2162', 'height': '3400', 'filesize': '2538662'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/2025.61/2025.61_alt0_full.tif', 'width': '7941', 'height': '12488', 'filesize': '297529368'}, 'date_created': '2026-04-08T14:46:03', 'annotation': ''}]",Purchase from the J. H. Wade Fund,,,,,[],https://openaccess-cdn.clevelandart.org/2025.61/2025.61_web.jpg,https://openaccess-cdn.clevelandart.org/2025.61/2025.61_print.jpg,https://openaccess-cdn.clevelandart.org/2025.61/2025.61_full.tif,2026-08-03 14:26:50.833000
679090,2025.63,CC0,"Satirical Prints of Suzhou Customs (蘇州風俗諷刺畫), 1760. China, Qing dynasty (1644–1911), Qianlong reign (1736–95). Woodblock print; ink on paper; 35.8 x 52 cm (14 1/8 x 20 1/2 in.). The Cleveland Museum of Art, Purchase from the J. H. Wade Fund, 2025.63",,Satirical Prints of Suzhou Customs,蘇州風俗諷刺畫,,,1760,1760,1760,[],"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",Woodblock print; ink on paper,[],Chinese Art,China - Qing Dynasty,Print,35.8 x 52 cm (14 1/8 x 20 1/2 in.),,,,[],,"(Christer von der Burg, sold to the Cleveland Museum of Art) (?–2025); The Cleveland Museum of Art, Cleveland, OH (2025–)",,[],[],"Woodblock printing in color reached a height in China in the 1600s to 1700s. The prints were executed by means of sets of separate blocks, each carved to print a different color.",,,"In the 1600s, printing flourished in such Jiangnan cities as Nanjing, Suzhou, Hangzhou, and Huizhou, evolving from privately enjoyed illustrated books printed in color to more commercialized single-sheet color prints that were hung on walls and became part of the rich urban visual culture.","{'wikidata': [], 'internet_archive': []}",[],,https://clevelandart.org/art/2025.63,[],Purchase from the J. H. Wade Fund,,,,,[],,,,2026-05-29 09:16:02.087000
679091,2025.64,CC0,"Satirical Prints of Suzhou Customs (蘇州風俗諷刺畫), 1760. China, Qing dynasty (1644–1911), Qianlong reign (1736–95). Woodblock print; ink on paper; 35.7 x 54.1 cm (14 1/16 x 21 5/16 in.). The Cleveland Museum of Art, Purchase from the J. H. Wade Fund, 2025.64",,Satirical Prints of Suzhou Customs,蘇州風俗諷刺畫,,,1760,1760,1760,[],"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",Woodblock print; ink on paper,[],Chinese Art,China - Qing Dynasty,Print,35.7 x 54.1 cm (14 1/16 x 21 5/16 in.),,,,[],,"(Christer von der Burg, sold to the Cleveland Museum of Art) (?–2025); The Cleveland Museum of Art, Cleveland, OH (2025–)",,[],[],"Woodblock printing in color reached a height in China in the 1600s to 1700s. The prints were executed by means of sets of separate blocks, each carved to print a different color.",,,"In the 1600s, printing flourished in such Jiangnan cities as Nanjing, Suzhou, Hangzhou, and Huizhou, evolving from privately enjoyed illustrated books printed in color to more commercialized single-sheet color prints that were hung on walls and became part of the rich urban visual culture.","{'wikidata': [], 'internet_archive': []}",[],,https://clevelandart.org/art/2025.64,[],Purchase from the J. H. Wade Fund,,,,,[],,,,2026-05-29 09:16:02.188000
